Campus-EB 1518619140467 6 0.0
Campus-TEL 1518619200328 67 9.0
Campus-BHN 1518619200325 5 14.0
Campus-AF-2 1518619200333 147 29.0
Campus-EB 1518619200335 7 26.0
Campus-TEL 1518619260398 47 9.0
Campus-BHN 1518619260395 13 10.0
Campus-AF-2 1518619260401 151 76.0
Campus-EB 1518619260404 9 4.0
Campus-TEL 1518619320447 55 21.0
Campus-BHN 1518619320445 8 2.0
Campus-AF-2 1518619320450 142 33.0
Campus-EB 1518619320453 6 7.0
Campus-TEL 1518619380293 48 11.0
Campus-BHN 1518619380291 2 30.0
Campus-AF-2 1518619380294 142 34.0
Campus-EB 1518619380296 5 3.0
Campus-TEL 1518619440370 35 13.0
Campus-BHN 1518619440367 5 11.0
Campus-AF-2 1518619440373 125 45.0
Campus-EB 1518619440376 4 1.0
Campus-TEL 1518619500333 40 11.0
Campus-BHN 1518619500330 9 13.0
Campus-AF-2 1518619500335 138 33.0
Campus-EB 1518619500338 5 0.0
Campus-TEL 1518619560446 44 58.0
Campus-BHN 1518619560443 6 11.0
Campus-AF-2 1518619560464 126 91.0
Campus-EB 1518619560467 6 1.0
Campus-TEL 1518619620382 60 25.0
Campus-BHN 1518619620379 10 14.0
Campus-AF-2 1518619620384 128 36.0
Campus-EB 1518619620387 5 0.0
Campus-TEL 1518619680741 50 29.0
Campus-BHN 1518619680738 12 17.0
Campus-AF-2 1518619680751 153 37.0
Campus-EB 1518619680752 7 68.0
Campus-TEL 1518619740385 47 12.0
Campus-BHN 1518619740382 8 4.0
Campus-AF-2 1518619740388 131 30.0
Campus-EB 1518619740391 5 11.0
Campus-TEL 1518619800393 43 29.0
Campus-BHN 1518619800391 11 11.0
Campus-AF-2 1518619800398 156 41.0
Campus-EB 1518619800401 3 1.0
Campus-TEL 1518619860387 50 10.0
Campus-BHN 1518619860385 15 13.0
Campus-AF-2 1518619860396 151 33.0
Campus-EB 1518619860398 14 0.0
Campus-TEL 1518619920360 53 9.0
Campus-BHN 1518619920349 9 4.0
Campus-AF-2 1518619920362 171 35.0
Campus-EB 1518619920365 9 1.0
Campus-TEL 1518619980369 64 18.0
Campus-BHN 1518619980367 10 9.0
Campus-AF-2 1518619980371 161 29.0
Campus-EB 1518619980374 2 10.0
Campus-TEL 1518620040427 52 15.0
Campus-BHN 1518620040424 4 11.0
Campus-AF-2 1518620040431 142 40.0
Campus-EB 1518620040433 6 0.0
Campus-TEL 1518620100359 45 12.0
Campus-BHN 1518620100356 9 12.0
Campus-AF-2 1518620100362 144 46.0
Campus-EB 1518620100365 5 11.0
Campus-TEL 1518620160382 37 25.0
Campus-BHN 1518620160371 8 0.0
Campus-AF-2 1518620160385 163 35.0
Campus-EB 1518620160386 11 3.0
Campus-TEL 1518620220377 51 11.0
Campus-BHN 1518620220375 12 5.0
Campus-AF-2 1518620220380 159 38.0
Campus-EB 1518620220383 6 0.0
Campus-TEL 1518620280466 47 6.0
Campus-BHN 1518620280463 10 3.0
Campus-AF-2 1518620280469 160 26.0
Campus-EB 1518620280472 5 5.0
Campus-TEL 1518620340369 50 8.0
Campus-BHN 1518620340366 8 4.0
Campus-AF-2 1518620340372 134 36.0
Campus-EB 1518620340374 4 2.0
Campus-TEL 1518620400435 34 20.0
Campus-BHN 1518620400426 9 5.0
Campus-AF-2 1518620400438 139 40.0
Campus-EB 1518620400440 4 4.0
Campus-TEL 1518620460602 37 9.0
Campus-BHN 1518620460592 12 19.0
Campus-AF-2 1518620460605 142 36.0
Campus-EB 1518620460614 7 9.0
Campus-TEL 1518620520402 65 12.0
Campus-BHN 1518620520387 8 10.0
Campus-AF-2 1518620520408 121 31.0
Campus-EB 1518620520410 6 5.0
Campus-TEL 1518620580439 44 11.0
Campus-BHN 1518620580436 16 0.0
Campus-AF-2 1518620580442 151 47.0
Campus-EB 1518620580444 4 0.0
Campus-TEL 1518620640381 55 15.0
Campus-BHN 1518620640374 11 12.0
Campus-AF-2 1518620640384 152 25.0
Campus-EB 1518620640388 2 26.0
Campus-TEL 1518620700416 42 16.0
Campus-BHN 1518620700413 6 12.0
Campus-AF-2 1518620700419 166 28.0
Campus-EB 1518620700422 3 1.0
Campus-TEL 1518620760391 60 12.0
Campus-BHN 1518620760388 9 21.0
Campus-AF-2 1518620760393 147 22.0
Campus-EB 1518620760396 8 1.0
Campus-TEL 1518620820520 49 14.0
Campus-BHN 1518620820517 6 13.0
Campus-AF-2 1518620820530 140 33.0
Campus-EB 1518620820533 7 0.0
Campus-TEL 1518620880419 53 21.0
Campus-BHN 1518620880416 3 2.0
Campus-AF-2 1518620880421 136 52.0
Campus-EB 1518620880423 7 2.0
Campus-TEL 1518620940363 47 23.0
Campus-BHN 1518620940360 13 6.0
Campus-AF-2 1518620940366 137 24.0
Campus-EB 1518620940369 5 6.0
Campus-TEL 1518621000464 41 11.0
Campus-BHN 1518621000461 5 18.0
Campus-AF-2 1518621000468 150 44.0
Campus-EB 1518621000471 6 0.0
Campus-TEL 1518621060406 48 15.0
Campus-BHN 1518621060383 8 22.0
Campus-AF-2 1518621060411 141 53.0
Campus-EB 1518621060414 7 0.0
Campus-TEL 1518621120400 41 24.0
Campus-BHN 1518621120396 10 11.0
Campus-AF-2 1518621120403 149 38.0
Campus-EB 1518621120406 4 10.0
Campus-TEL 1518621180394 58 13.0
Campus-BHN 1518621180391 9 11.0
Campus-AF-2 1518621180397 112 32.0
Campus-EB 1518621180400 6 1.0
Campus-TEL 1518621240371 50 14.0
Campus-BHN 1518621240369 10 10.0
Campus-AF-2 1518621240373 116 53.0
Campus-EB 1518621240375 2 0.0
Campus-TEL 1518621300374 45 16.0
Campus-BHN 1518621300353 9 5.0
Campus-AF-2 1518621300377 138 24.0
Campus-EB 1518621300382 4 13.0
Campus-TEL 1518621360406 41 28.0
Campus-BHN 1518621360403 10 11.0
Campus-AF-2 1518621360409 124 35.0
Campus-EB 1518621360412 10 11.0
Campus-TEL 1518621420348 31 14.0
Campus-BHN 1518621420345 2 14.0
Campus-AF-2 1518621420358 132 29.0
Campus-EB 1518621420361 7 6.0
Campus-TEL 1518621480308 31 5.0
Campus-BHN 1518621480305 4 22.0
Campus-AF-2 1518621480311 124 13.0
Campus-EB 1518621480314 5 2.0
Campus-TEL 1518621540314 41 13.0
Campus-BHN 1518621540306 3 6.0
Campus-AF-2 1518621540322 139 49.0
Campus-EB 1518621540325 6 13.0
Campus-TEL 1518621600465 65 15.0
Campus-BHN 1518621600462 8 26.0
Campus-AF-2 1518621600467 124 32.0
Campus-EB 1518621600470 7 0.0
Campus-TEL 1518621660357 44 7.0
Campus-BHN 1518621660355 10 5.0
Campus-AF-2 1518621660366 109 48.0
Campus-EB 1518621660369 6 0.0
Campus-TEL 1518621720460 34 35.0
Campus-BHN 1518621720457 4 10.0
Campus-AF-2 1518621720462 127 39.0
Campus-EB 1518621720465 7 16.0
Campus-TEL 1518621780252 31 11.0
Campus-BHN 1518621780250 4 5.0
Campus-AF-2 1518621780254 115 17.0
Campus-EB 1518621780256 2 0.0
Campus-TEL 1518621840340 22 22.0
Campus-BHN 1518621840337 10 2.0
Campus-AF-2 1518621840343 141 33.0
Campus-EB 1518621840345 3 0.0
Campus-TEL 1518621900332 26 3.0
Campus-BHN 1518621900329 2 6.0
Campus-AF-2 1518621900335 117 22.0
Campus-EB 1518621900338 7 11.0
Campus-TEL 1518621960435 32 8.0
Campus-BHN 1518621960432 10 0.0
Campus-AF-2 1518621960438 129 22.0
Campus-EB 1518621960473 1 11.0
Campus-TEL 1518622020363 45 11.0
Campus-BHN 1518622020360 9 1.0
Campus-AF-2 1518622020366 141 24.0
Campus-EB 1518622020369 7 91.0
Campus-TEL 1518622080416 57 1.0
Campus-BHN 1518622080413 7 13.0
Campus-AF-2 1518622080419 129 22.0
Campus-EB 1518622080421 4 0.0
Campus-TEL 1518622140404 55 17.0
Campus-BHN 1518622140401 9 18.0
Campus-AF-2 1518622140407 141 50.0
Campus-EB 1518622140410 4 5.0
Campus-TEL 1518622200463 56 16.0
Campus-BHN 1518622200459 13 3.0
Campus-AF-2 1518622200466 124 28.0
Campus-EB 1518622200469 8 6.0
Campus-TEL 1518622260420 43 18.0
Campus-BHN 1518622260417 6 13.0
Campus-AF-2 1518622260425 121 38.0
Campus-EB 1518622260429 8 3.0
Campus-TEL 1518622320419 38 16.0
Campus-BHN 1518622320416 8 5.0
Campus-AF-2 1518622320422 124 59.0
Campus-EB 1518622320432 5 12.0
Campus-TEL 1518622380297 42 17.0
Campus-BHN 1518622380294 7 12.0
Campus-AF-2 1518622380301 128 30.0
Campus-EB 1518622380303 4 7.0
Campus-TEL 1518622440310 42 7.0
Campus-BHN 1518622440307 4 4.0
Campus-AF-2 1518622440313 125 58.0
Campus-EB 1518622440323 6 4.0
Campus-TEL 1518622500318 47 13.0
Campus-BHN 1518622500315 5 7.0
Campus-AF-2 1518622500321 111 34.0
Campus-EB 1518622500326 6 8.0
Campus-TEL 1518622560379 42 12.0
Campus-BHN 1518622560376 15 7.0
Campus-AF-2 1518622560382 109 206.0
Campus-EB 1518622560384 7 1.0
Campus-TEL 1518622620350 36 24.0
Campus-BHN 1518622620348 9 3.0
Campus-AF-2 1518622620353 119 28.0
Campus-EB 1518622620356 2 0.0
Campus-TEL 1518622680348 38 28.0
Campus-BHN 1518622680340 5 30.0
Campus-AF-2 1518622680351 118 22.0
Campus-EB 1518622680354 5 0.0
Campus-TEL 1518622740361 31 17.0
Campus-BHN 1518622740359 1 15.0
Campus-AF-2 1518622740366 115 31.0
Campus-EB 1518622740368 6 0.0
Campus-TEL 1518622800385 29 9.0
Campus-BHN 1518622800382 6 16.0
Campus-AF-2 1518622800388 115 31.0
Campus-EB 1518622800391 10 0.0
Campus-TEL 1518622860383 42 10.0
Campus-BHN 1518622860380 4 3.0
Campus-AF-2 1518622860386 86 45.0
Campus-EB 1518622860389 2 8.0
Campus-TEL 1518622920281 47 8.0
Campus-BHN 1518622920278 5 12.0
Campus-AF-2 1518622920289 109 21.0
Campus-EB 1518622920292 2 56.0
Campus-TEL 1518622980347 46 29.0
Campus-BHN 1518622980345 7 0.0
Campus-AF-2 1518622980350 105 31.0
Campus-EB 1518622980353 3 6.0
Campus-TEL 1518623040351 41 8.0
Campus-BHN 1518623040348 7 4.0
Campus-AF-2 1518623040354 103 19.0
Campus-EB 1518623040356 4 0.0
Campus-TEL 1518623100342 34 15.0
Campus-BHN 1518623100332 3 55.0
Campus-AF-2 1518623100345 117 14.0
Campus-EB 1518623100348 5 24.0
Campus-TEL 1518623160354 40 17.0
Campus-BHN 1518623160352 9 0.0
Campus-AF-2 1518623160357 118 38.0
Campus-EB 1518623160363 5 19.0
Campus-TEL 1518623220405 37 28.0
Campus-BHN 1518623220402 15 1.0
Campus-AF-2 1518623220407 105 29.0
Campus-EB 1518623220411 3 2.0
Campus-TEL 1518623280425 47 18.0
Campus-BHN 1518623280419 13 22.0
Campus-AF-2 1518623280428 98 36.0
Campus-EB 1518623280430 1 17.0
Campus-TEL 1518623340380 38 8.0
Campus-BHN 1518623340346 5 21.0
Campus-AF-2 1518623340383 105 18.0
Campus-EB 1518623340386 6 0.0
Campus-TEL 1518623400369 36 18.0
Campus-BHN 1518623400365 4 8.0
Campus-AF-2 1518623400373 123 25.0
Campus-EB 1518623400376 6 0.0
Campus-TEL 1518623460296 54 4.0
Campus-BHN 1518623460293 6 0.0
Campus-AF-2 1518623460299 125 25.0
Campus-EB 1518623460301 8 9.0
Campus-TEL 1518623520455 50 5.0
Campus-BHN 1518623520452 6 0.0
Campus-AF-2 1518623520458 127 17.0
Campus-EB 1518623520461 5 2.0
Campus-TEL 1518623580423 53 21.0
Campus-BHN 1518623580421 6 7.0
Campus-AF-2 1518623580426 121 18.0
Campus-EB 1518623580428 0 5.0
Campus-TEL 1518623640417 40 8.0
Campus-BHN 1518623640414 14 2.0
Campus-AF-2 1518623640419 126 18.0
Campus-TEL 1518623700384 48 13.0
Campus-BHN 1518623700381 16 2.0
Campus-AF-2 1518623700387 137 33.0
Campus-EB 1518623700390 9 0.0
Campus-TEL 1518623760355 58 19.0
Campus-BHN 1518623760352 12 22.0
Campus-AF-2 1518623760358 119 25.0
Campus-EB 1518623760361 2 2.0
Campus-TEL 1518623820378 40 18.0
Campus-BHN 1518623820375 14 12.0
Campus-AF-2 1518623820381 133 36.0
Campus-EB 1518623820383 10 0.0
Campus-TEL 1518623880374 38 15.0
Campus-BHN 1518623880371 6 5.0
Campus-AF-2 1518623880377 143 26.0
Campus-EB 1518623880380 5 2.0
Campus-TEL 1518623940330 30 12.0
Campus-BHN 1518623940327 3 5.0
Campus-AF-2 1518623940333 101 29.0
Campus-EB 1518623940336 1 2.0
Campus-TEL 1518624000395 40 7.0
Campus-BHN 1518624000393 4 4.0
Campus-AF-2 1518624000399 99 41.0
Campus-EB 1518624000405 4 0.0
Campus-TEL 1518624060366 41 24.0
Campus-BHN 1518624060363 7 5.0
Campus-AF-2 1518624060375 104 42.0
Campus-EB 1518624060380 1 10.0
Campus-TEL 1518624120425 41 12.0
Campus-BHN 1518624120422 3 11.0
Campus-AF-2 1518624120429 107 18.0
Campus-EB 1518624120435 5 0.0
Campus-TEL 1518624180306 48 9.0
Campus-BHN 1518624180304 9 7.0
Campus-AF-2 1518624180309 94 22.0
Campus-EB 1518624180315 5 0.0
Campus-TEL 1518624240337 33 8.0
Campus-BHN 1518624240327 7 2.0
Campus-AF-2 1518624240340 118 33.0
Campus-EB 1518624240343 3 5.0
Campus-TEL 1518624300426 39 18.0
Campus-BHN 1518624300424 8 21.0
Campus-AF-2 1518624300429 106 22.0
Campus-EB 1518624300432 5 0.0
Campus-TEL 1518624360273 42 14.0
Campus-BHN 1518624360264 5 5.0
Campus-AF-2 1518624360276 117 25.0
Campus-EB 1518624360279 6 1.0
Campus-TEL 1518624420367 45 6.0
Campus-BHN 1518624420358 5 0.0
Campus-AF-2 1518624420371 117 29.0
Campus-EB 1518624420391 4 1.0
Campus-TEL 1518624480496 55 7.0
Campus-BHN 1518624480482 11 0.0
Campus-AF-2 1518624480499 120 18.0
Campus-EB 1518624480502 9 5.0
Campus-TEL 1518624540338 38 21.0
Campus-BHN 1518624540332 7 0.0
Campus-AF-2 1518624540341 129 37.0
Campus-EB 1518624540344 8 6.0
Campus-TEL 1518624600421 38 19.0
Campus-BHN 1518624600418 5 4.0
Campus-AF-2 1518624600424 126 26.0
Campus-EB 1518624600429 8 0.0
Campus-TEL 1518624660368 45 14.0
Campus-BHN 1518624660365 3 3.0
Campus-AF-2 1518624660378 112 44.0
Campus-EB 1518624660392 7 10.0
Campus-TEL 1518624720418 46 18.0
Campus-BHN 1518624720408 4 0.0
Campus-AF-2 1518624720421 119 29.0
Campus-EB 1518624720424 4 3.0
Campus-TEL 1518624780245 35 15.0
Campus-BHN 1518624780242 8 14.0
Campus-AF-2 1518624780249 108 29.0
Campus-EB 1518624780252 8 2.0
Campus-TEL 1518624840479 42 17.0
Campus-BHN 1518624840476 10 11.0
Campus-AF-2 1518624840482 121 31.0
Campus-EB 1518624840485 6 3.0
Campus-TEL 1518624900393 55 12.0
Campus-BHN 1518624900390 6 12.0
Campus-AF-2 1518624900396 104 29.0
Campus-EB 1518624900398 4 8.0
Campus-TEL 1518624960391 44 15.0
Campus-BHN 1518624960388 4 7.0
Campus-AF-2 1518624960394 128 33.0
Campus-EB 1518624960397 2 4.0
Campus-TEL 1518625020389 42 16.0
Campus-BHN 1518625020386 4 7.0
Campus-AF-2 1518625020391 139 26.0
Campus-EB 1518625020394 9 0.0
Campus-TEL 1518625080284 47 18.0
Campus-BHN 1518625080281 5 40.0
Campus-AF-2 1518625080287 146 30.0
Campus-EB 1518625080290 7 1.0
Campus-TEL 1518625140376 33 7.0
Campus-BHN 1518625140373 6 7.0
Campus-AF-2 1518625140379 137 42.0
Campus-EB 1518625140381 6 4.0
Campus-TEL 1518625200402 44 19.0
Campus-BHN 1518625200399 8 0.0
Campus-AF-2 1518625200405 124 17.0
Campus-EB 1518625200408 2 5.0
Campus-TEL 1518625260430 41 19.0
Campus-BHN 1518625260423 5 4.0
Campus-AF-2 1518625260442 126 33.0
Campus-EB 1518625260445 5 0.0
Campus-TEL 1518625320428 48 13.0
Campus-BHN 1518625320425 12 37.0
Campus-AF-2 1518625320431 122 30.0
Campus-EB 1518625320449 5 6.0
Campus-TEL 1518625380359 44 11.0
Campus-BHN 1518625380356 12 6.0
Campus-AF-2 1518625380363 113 35.0
Campus-EB 1518625380366 7 8.0
Campus-TEL 1518625440422 50 19.0
Campus-BHN 1518625440419 12 14.0
Campus-AF-2 1518625440426 106 40.0
Campus-EB 1518625440440 5 0.0
Campus-TEL 1518625500347 41 11.0
Campus-BHN 1518625500344 11 4.0
Campus-AF-2 1518625500350 105 37.0
Campus-EB 1518625500353 2 13.0
Campus-TEL 1518625560293 53 20.0
Campus-BHN 1518625560288 9 7.0
Campus-AF-2 1518625560296 101 20.0
Campus-EB 1518625560298 3 0.0
Campus-TEL 1518625620346 48 19.0
Campus-BHN 1518625620343 4 4.0
Campus-AF-2 1518625620349 124 28.0
Campus-EB 1518625620353 8 0.0
Campus-TEL 1518625680356 47 13.0
Campus-BHN 1518625680353 8 1.0
Campus-AF-2 1518625680359 110 21.0
Campus-EB 1518625680362 5 1.0
Campus-TEL 1518625740262 41 10.0
Campus-BHN 1518625740252 7 22.0
Campus-AF-2 1518625740269 108 29.0
Campus-EB 1518625740281 6 4.0
Campus-TEL 1518625800404 51 13.0
Campus-BHN 1518625800402 6 1.0
Campus-AF-2 1518625800407 112 29.0
Campus-EB 1518625800410 3 4.0
Campus-TEL 1518625860433 36 20.0
Campus-BHN 1518625860430 7 2.0
Campus-AF-2 1518625860436 104 24.0
Campus-EB 1518625860439 6 22.0
Campus-TEL 1518625920428 39 15.0
Campus-BHN 1518625920425 2 0.0
Campus-AF-2 1518625920431 85 37.0
Campus-EB 1518625920434 3 0.0
Campus-TEL 1518625980274 34 9.0
Campus-BHN 1518625980268 9 20.0
Campus-AF-2 1518625980288 84 54.0
Campus-EB 1518625980291 7 19.0
Campus-TEL 1518626040285 44 9.0
Campus-BHN 1518626040282 5 12.0
Campus-AF-2 1518626040288 108 21.0
Campus-EB 1518626040290 6 29.0
Campus-TEL 1518626100448 44 8.0
Campus-BHN 1518626100445 8 1.0
Campus-AF-2 1518626100451 105 30.0
Campus-EB 1518626100454 1 12.0
Campus-TEL 1518626160401 47 5.0
Campus-BHN 1518626160398 4 19.0
Campus-AF-2 1518626160405 105 31.0
Campus-EB 1518626160407 1 0.0
Campus-TEL 1518626220404 54 12.0
Campus-BHN 1518626220401 10 16.0
Campus-AF-2 1518626220407 102 31.0
Campus-EB 1518626220410 1 0.0
Campus-TEL 1518626280411 60 13.0
Campus-BHN 1518626280404 5 9.0
Campus-AF-2 1518626280415 115 35.0
Campus-EB 1518626280419 3 0.0
Campus-TEL 1518626340315 49 28.0
Campus-BHN 1518626340313 6 4.0
Campus-AF-2 1518626340320 127 28.0
Campus-EB 1518626340323 2 0.0
Campus-TEL 1518626400441 65 27.0
Campus-BHN 1518626400438 5 8.0
Campus-AF-2 1518626400444 124 29.0
Campus-EB 1518626400460 3 12.0
Campus-TEL 1518626460349 54 15.0
Campus-BHN 1518626460335 3 5.0
Campus-AF-2 1518626460385 104 24.0
Campus-EB 1518626460388 7 2.0
Campus-TEL 1518626520402 50 23.0
Campus-BHN 1518626520398 5 12.0
Campus-AF-2 1518626520417 94 37.0
Campus-EB 1518626520420 4 1.0
Campus-TEL 1518626580275 53 21.0
Campus-BHN 1518626580271 1 0.0
Campus-AF-2 1518626580277 120 33.0
Campus-EB 1518626580279 5 7.0
Campus-TEL 1518626640462 64 10.0
Campus-BHN 1518626640450 8 0.0
Campus-AF-2 1518626640468 110 22.0
Campus-EB 1518626640469 4 0.0
Campus-TEL 1518626700383 48 8.0
Campus-BHN 1518626700380 8 8.0
Campus-AF-2 1518626700385 110 24.0
Campus-EB 1518626700388 3 1.0
Campus-TEL 1518626760265 46 9.0
Campus-BHN 1518626760262 3 10.0
Campus-AF-2 1518626760304 129 20.0
Campus-EB 1518626760307 5 33.0
Campus-TEL 1518626820353 54 17.0
Campus-BHN 1518626820351 4 6.0
Campus-AF-2 1518626820361 117 53.0
Campus-EB 1518626820364 5 6.0
Campus-TEL 1518626880326 54 6.0
Campus-BHN 1518626880313 6 0.0
Campus-AF-2 1518626880330 110 30.0
Campus-EB 1518626880333 4 0.0
Campus-TEL 1518626940374 51 28.0
Campus-BHN 1518626940369 3 29.0
Campus-AF-2 1518626940377 105 26.0
Campus-EB 1518626940388 3 0.0
Campus-TEL 1518627000311 60 15.0
Campus-BHN 1518627000308 4 37.0
Campus-AF-2 1518627000314 96 27.0
Campus-EB 1518627000317 4 14.0
Campus-TEL 1518627060528 40 11.0
Campus-BHN 1518627060525 8 0.0
Campus-AF-2 1518627060531 123 25.0
Campus-EB 1518627060534 5 3.0
Campus-TEL 1518627120330 43 17.0
Campus-BHN 1518627120328 0 9.0
Campus-AF-2 1518627120344 130 38.0
Campus-EB 1518627120347 3 0.0
Campus-TEL 1518627180321 48 19.0
